Date,Predicted_Mean,Lower Bound,Upper Bound
2022-10-01,27.051448795483953,19.003446911030434,35.099450679937476
2022-11-01,31.035186335815467,20.916838712584763,41.15353395904617
2022-12-01,31.60325003305587,20.067766833597126,43.13873323251461
2023-01-01,28.716703788737988,16.14274904192065,41.29065853555532
2023-02-01,26.050658649069305,12.689074697118905,39.412242601019706
2023-03-01,23.64863349651793,9.67727910444247,37.61998788859339
2023-04-01,20.28381768187539,5.834002494400021,34.73363286935076
2023-05-01,19.61778084606057,4.7890225602350505,34.446539131886084
2023-06-01,21.044278912812462,5.913370663313092,36.17518716231183
2023-07-01,21.414351858965812,6.041318869975997,36.78738484795563
2023-08-01,22.685742362475807,7.117949799589898,38.25353492536172
2023-09-01,22.75292117594495,7.028011597016942,38.47783075487296
2023-10-01,25.979686760018414,9.500558715678856,42.45881480435797
2023-11-01,29.838938226668027,12.872189145774936,46.805687307561115
2023-12-01,30.62973067185459,13.275279531591984,47.98418181211719
2024-01-01,28.08774757784039,10.423273923704965,45.75222123197581
2024-02-01,25.775540693487994,7.862095263905047,43.68898612307094
2024-03-01,23.739268207358542,5.62522220343762,41.85331421127947
2024-04-01,20.279522811663266,2.003438324550018,38.555607298776515
2024-05-01,19.199291670715887,0.7920570514858589,37.60652628994592
2024-06-01,20.37470129702897,1.8611498569015446,38.88825273715639
2024-07-01,20.625444347046347,2.025599469279154,39.22528922481354
2024-08-01,22.11931578072376,3.4493597803235794,40.789271781123944
2024-09-01,22.30767710873451,3.5807120809157382,41.03464213655328
2024-10-01,25.564437213583712,6.449580915428918,44.67929351173851
2024-11-01,29.44545390400056,10.079926279261315,48.8109815287398
2024-12-01,30.282939136372306,10.715268156758306,49.850610115986306
2025-01-01,27.794696264273657,8.063631189989035,47.52576133855828
2025-02-01,25.5344675404374,5.671085871098295,45.39784920977651
2025-03-01,23.548866826499715,3.5781778348188915,43.519555818180535
