Date,Predicted_Mean,Lower Bound,Upper Bound
2022-10-01,0.7400992601421417,-0.26643487397393995,1.7466333942582233
2022-11-01,1.0291405358213823,-0.18618459424227796,2.2444656658850426
2022-12-01,1.420794947506988,0.1542798396744154,2.6873100553395606
2023-01-01,1.695949572298603,0.4157725123351661,2.97612663226204
2023-02-01,1.4955539649307585,0.21166265658246886,2.7794452732790482
2023-03-01,1.3228022467487726,0.037987903783476495,2.607616589714069
2023-04-01,0.750548889250995,-0.5345181213984112,2.0356158999004013
2023-05-01,0.4097401208754672,-0.875396076974488,1.6948763187254223
2023-06-01,0.32275597307898085,-0.9623991718086373,1.607911117966599
2023-07-01,0.3624450983819796,-0.9227152353146566,1.6476054320786158
2023-08-01,0.5988442230737602,-0.6863175316323898,1.88400597777991
2023-09-01,0.7503757258442647,-0.5347864180210213,2.0355378697095508
2023-10-01,0.9048850925063752,-0.38656185593349535,2.1963320409462455
2023-11-01,1.1153758390856061,-0.1789331417677038,2.4096848199389163
2023-12-01,1.4659233873878836,0.17083171025035448,2.761015064525413
2024-01-01,1.7195660728383364,0.42426012809260305,3.0148720175840698
2024-02-01,1.5079128920112255,0.21255015010330647,2.8032756339191445
2024-03-01,1.3292698890789019,0.03398319988267873,2.624556578275125
2024-04-01,0.7539335194084616,-0.5413323411206553,2.0491993799375785
2024-05-01,0.41151135693307456,-0.8837487993741304,1.7067715132402796
2024-06-01,0.32368289183400273,-0.9715757023040548,1.6189414859720601
2024-07-01,0.362930171150638,-0.9323279951695831,1.6581883374708593
2024-08-01,0.5990980701230503,-0.6961599790343495,1.8943561192804501
2024-09-01,0.7505085684373699,-0.5447494486337782,2.045766585508518
2024-10-01,0.9049546113548008,-0.396492641522576,2.206401864232178
2024-11-01,1.115412219512798,-0.18885858780354425,2.4196830268291403
2024-12-01,1.4659424259006415,0.16089942226991027,2.7709854295313727
2025-01-01,1.719576036024478,0.41432163750884055,3.0248304345401156
2025-02-01,1.5079181059204922,0.20260768246970073,2.8132285293712838
2025-03-01,1.329272617608657,0.024037760212664905,2.634507475004649
